CPF,Nome,Idade,Sexo,Email,Nota ENEM,Abandono,Qual Semestre,CRA após o 2º Semestre,CRA após o 4º Semestre,CRA após o 6º Semestre
21705184248,Robert Jackson,18,Feminino,robertford@example.org,797,True,7.0,9.75,8.4,7.3
27501770864,John Perez,28,Masculino,castilloroberto@example.net,746,False,,8.98,5.31,7.57
83091832451,Brenda Wall,26,Feminino,bryanpittman@example.org,657,False,,5.67,9.77,7.7
63601445574,Crystal Raymond,27,Feminino,jensenchristopher@example.com,641,False,,8.39,8.27,9.92
37395209736,Robin Washington,20,Feminino,phillipalexander@example.org,738,False,,5.55,5.34,8.97
27671996489,Nicole Webb,27,Masculino,xortiz@example.net,719,False,,6.87,7.19,7.5
69682343255,Juan Torres,28,Feminino,vickieduncan@example.org,751,True,2.0,6.87,6.32,9.76
53337294721,Greg Wilson MD,28,Masculino,garciajoseph@example.org,700,False,,9.7,8.98,8.8
7602267091,Matthew Poole,21,Feminino,ehanson@example.org,706,False,,7.4,5.94,5.94
82678244492,Julie Daniel,27,Feminino,uburnett@example.org,736,True,4.0,9.57,8.69,5.22
26395860813,Joshua Ryan,27,Feminino,rwhite@example.net,760,False,,7.23,9.17,9.72
89711152149,Charles Howell,21,Masculino,navarrovincent@example.org,781,True,8.0,6.36,5.91,9.8
83449480598,Erik Summers,24,Feminino,sylvia28@example.com,709,False,,6.25,5.95,8.35
59178378078,Alexa Henderson,26,Feminino,michaelevans@example.com,775,False,,5.32,7.76,5.1
60815424789,Mr. Vincent Nichols,27,Feminino,latasha59@example.org,708,False,,6.21,7.3,8.47
70366606569,Jennifer Fox,21,Masculino,wongneil@example.org,689,True,4.0,7.34,6.86,5.37
22310661034,Deborah Nguyen,28,Feminino,pturner@example.org,707,False,,6.62,9.45,6.64
75256619055,Logan Parker,24,Feminino,mark11@example.org,650,True,1.0,8.64,7.52,8.64
67501407744,Hannah Wilson,23,Masculino,monica99@example.com,687,True,8.0,7.38,9.48,7.53
65265969184,Jacob Li,18,Feminino,haleyflores@example.com,712,False,,6.51,7.2,9.11
5417334565,Jill Haley,27,Feminino,fprice@example.com,739,False,,5.1,7.26,5.2
45179405980,Jenny Brewer,20,Feminino,lesliebrown@example.com,766,False,,5.94,6.5,5.62
52490954767,Sharon Stewart,25,Feminino,ucastillo@example.net,781,False,,8.18,8.22,7.71
71809727737,Joshua Stewart,18,Feminino,gonzalezelizabeth@example.com,647,True,5.0,7.43,7.25,6.69
92042210407,Nicole Graham,28,Masculino,claytonelliott@example.org,741,True,7.0,8.56,5.1,6.87
25133820888,William Scott,22,Feminino,lawrencestephens@example.com,759,False,,8.24,5.85,9.71
63243691084,George Adams,18,Feminino,rwhite@example.org,711,True,6.0,7.58,9.52,5.51
32208471595,Amanda Edwards,25,Feminino,brendaadams@example.net,743,False,,6.49,6.57,6.1
27695318959,Robert Carter,27,Feminino,charleslee@example.net,651,False,,6.64,7.55,9.1
84721242545,James Johnson,21,Masculino,lisa88@example.net,745,False,,7.84,7.49,8.71
82582449916,Mr. Wesley Henderson,26,Masculino,laura94@example.org,746,False,,9.22,6.64,6.37
25969793595,Mrs. Ashley Hernandez,23,Masculino,mcmahonelizabeth@example.net,733,False,,9.36,5.34,5.63
88333529284,Jennifer Welch MD,21,Masculino,hannahhull@example.org,751,False,,8.9,7.0,5.82
11088063742,Deborah Kennedy,28,Feminino,imiller@example.org,661,False,,6.51,6.88,8.47
93520792422,Timothy Mullins,25,Feminino,juan23@example.com,786,True,4.0,7.81,6.19,6.99
54007802606,Tristan Anthony,28,Feminino,rachel95@example.com,642,True,8.0,5.16,8.99,7.9
60624011358,Karen Francis,26,Masculino,tmcguire@example.com,756,False,,6.46,9.61,5.2
94177092613,Carolyn West,24,Masculino,daniel63@example.org,667,False,,5.85,9.28,6.96
64904484260,Kara Richardson,21,Feminino,qjohnson@example.org,728,False,,8.99,8.6,7.91
35741705043,Michael Walker MD,24,Masculino,chriswade@example.com,663,False,,6.71,6.84,5.27
34170594787,Jennifer Bush,21,Feminino,phillipsdennis@example.org,682,False,,8.56,6.23,9.2
84773669083,Hunter Smith,24,Feminino,joseph25@example.net,702,False,,8.87,8.19,9.36
70620700998,Paul Palmer,18,Masculino,christopherpowell@example.net,786,False,,7.36,7.93,8.8
89644318419,Haley Miller,27,Masculino,geraldshields@example.net,668,False,,7.73,6.35,8.37
24158436096,Taylor Stephens,28,Masculino,danaparker@example.org,751,False,,6.21,8.22,8.6
55456440386,Rodney Harvey,26,Masculino,patrick50@example.org,791,True,6.0,9.68,7.68,9.51
12756870708,Melissa Cowan,18,Feminino,lmartinez@example.com,656,True,3.0,7.95,6.85,6.95
17546954286,John Ellis,23,Masculino,brent92@example.org,780,True,8.0,8.37,7.66,7.8
7854170415,Evelyn Willis,21,Masculino,rileyalexandra@example.com,659,True,6.0,5.11,5.8,7.66
32575399620,John Williamson,22,Feminino,wsmith@example.net,773,True,1.0,8.22,8.28,6.28
54006808279,Patricia Taylor,19,Feminino,earl19@example.com,785,False,,6.83,6.82,6.94
49828234728,Michael Bautista,25,Masculino,davidlove@example.org,646,False,,5.21,9.77,7.9
95443546231,Hannah Sullivan,22,Feminino,justinramsey@example.net,683,True,4.0,6.0,7.6,6.93
12458846905,Mariah Sanders,28,Masculino,rmartin@example.org,673,True,6.0,7.15,7.57,8.11
3048309682,Vernon Fisher,28,Masculino,andreamurphy@example.org,760,False,,8.18,6.4,9.38
41002962870,Jessica Guzman,24,Feminino,vgraham@example.org,722,False,,9.18,7.11,9.1
97061439129,Edward Stevens,23,Masculino,beth31@example.org,711,False,,9.95,6.93,9.77
50939962228,Amy Benton,27,Feminino,nburnett@example.net,748,False,,9.87,5.19,6.38
47278348699,Makayla Wolfe,21,Feminino,shale@example.net,693,True,3.0,6.68,6.17,7.3
19253928445,Mitchell Bowen,21,Masculino,bhorne@example.org,722,True,6.0,5.42,5.1,5.11
86098065364,Susan Sullivan,24,Masculino,samanthawilkins@example.net,722,True,3.0,6.26,5.79,9.94
6392160150,Sara Graham,28,Feminino,allenmark@example.org,705,True,7.0,8.28,7.58,6.27
76899818545,Stephen Castro,26,Masculino,kristen21@example.net,711,True,8.0,7.39,9.23,8.76
19320906028,Beth Strong,27,Feminino,ijohnson@example.net,720,True,4.0,9.28,8.66,6.1
39662684306,David Nelson,19,Masculino,seth36@example.org,707,False,,6.31,6.57,6.96
56823862806,Erica Hughes,20,Feminino,alexisvilla@example.net,699,True,3.0,9.44,9.37,5.98
78015228695,Curtis Bowman,23,Masculino,juliethomas@example.com,799,False,,7.9,5.64,6.84
59170791331,Kevin Morris,20,Masculino,megan90@example.com,726,False,,5.76,7.74,8.17
3231114508,Brian Beck,22,Masculino,simpsonsarah@example.com,677,False,,5.63,5.4,5.95
77531130817,Vanessa Johnson,18,Feminino,nicholas91@example.net,667,True,1.0,7.52,9.31,5.35
15131231477,Ashley Thompson MD,19,Masculino,debramata@example.com,789,False,,9.75,6.18,8.35
54247083642,Peter Myers,23,Feminino,joshua92@example.com,657,False,,6.37,7.81,9.84
38380050973,Kenneth Diaz,24,Masculino,alan97@example.org,649,False,,6.21,5.78,9.65
83882755425,Beverly Martinez,21,Masculino,ksanchez@example.net,646,False,,5.18,8.19,5.47
95819536508,Alex Parker,22,Masculino,qsmith@example.net,696,False,,9.12,7.21,6.5
80861842585,Kimberly Jimenez,27,Masculino,jerry61@example.com,697,False,,5.52,5.32,7.39
88786541149,Jennifer Moore DDS,18,Masculino,tmendez@example.org,745,True,8.0,5.89,6.23,8.72
89780507321,Monica Hebert,25,Feminino,knapperin@example.net,740,True,8.0,5.35,8.43,9.8
13535707949,Julie Stein,28,Masculino,brownnicole@example.com,784,False,,7.43,8.51,9.9
34341659624,Carol Reese,21,Masculino,lcook@example.net,740,False,,6.62,8.5,5.46
94782447266,Deborah Webb,21,Feminino,vdelacruz@example.com,689,False,,5.28,9.33,7.62
94590184807,Jessica Russell,20,Feminino,kennethburns@example.net,710,False,,5.54,8.15,7.89
97606382599,Diana Gordon,23,Feminino,brownjeremy@example.net,679,True,1.0,5.6,7.38,5.83
95926584944,Stephen Reid,27,Feminino,tara67@example.com,660,False,,9.5,7.53,9.45
76640282946,Deborah Martinez,25,Masculino,shannonhampton@example.net,680,True,5.0,7.57,9.95,6.31
15453783904,Alan Gardner Jr.,19,Feminino,cynthia37@example.net,690,True,8.0,5.56,8.89,9.1
38884606402,Bryan Garcia,20,Feminino,wjames@example.com,684,False,,6.3,8.9,8.91
3978199062,Rachel Davis,22,Masculino,webbjoel@example.com,779,False,,9.92,6.18,9.68
87774764748,Leah Thomas,23,Feminino,bradleydavis@example.org,675,False,,5.84,8.65,8.49
28852157018,Mary Smith,21,Masculino,michael53@example.net,679,True,2.0,7.54,7.64,6.55
13267906485,Christopher Chang,22,Feminino,lauren20@example.org,719,False,,7.21,7.3,8.53
62120770784,Thomas Payne,25,Feminino,sara62@example.com,676,False,,8.6,7.31,5.42
28678736847,Julian Avila,23,Feminino,gravesmark@example.net,741,False,,5.8,7.56,8.16
6977715879,Nicole Hensley,18,Masculino,paul01@example.net,740,True,4.0,9.14,8.5,7.93
73873224128,Matthew Kelley,23,Feminino,craig32@example.org,778,False,,7.81,5.85,7.39
85495416099,Karen Martinez,18,Masculino,tonya25@example.com,760,False,,7.89,9.64,5.37
20818294311,Todd Gutierrez,24,Feminino,michaelmarshall@example.net,698,False,,5.22,7.72,5.9
95492321088,Nathan Walter,18,Feminino,mkennedy@example.com,650,False,,9.88,6.16,6.56
23138498818,Andrew Williams,19,Masculino,csimmons@example.net,785,False,,7.35,5.83,5.43
73632370819,Brittney Prince,26,Masculino,norrisjoseph@example.org,687,False,,8.0,6.46,5.8
35039393655,Karen Wall,21,Feminino,stephanie31@example.com,722,False,,5.66,8.92,6.24
41587805184,Patrick Mckay,27,Masculino,vmarshall@example.org,782,False,,8.86,5.37,8.74
16349476253,Jason Marshall,20,Masculino,tanya89@example.net,666,False,,9.43,7.24,7.99
99785853156,Frederick Nelson,21,Feminino,meyersteresa@example.org,675,False,,7.46,9.13,6.13
61473538870,Mr. Jose Foster,23,Feminino,emilyjones@example.com,798,True,8.0,5.52,9.2,7.48
95053412393,Kyle Francis,18,Feminino,jay77@example.org,765,True,4.0,7.17,8.67,5.96
22493865962,Joshua Hunter,27,Feminino,laurayang@example.net,788,False,,6.9,5.2,5.73
68771593676,Paul Mills,26,Masculino,tony61@example.org,784,True,8.0,6.0,8.9,9.28
34093447327,Nicole Cardenas,21,Feminino,obrienmichael@example.org,725,True,6.0,8.99,7.32,5.48
27084122913,Brandon Garrison,28,Feminino,keymichael@example.org,661,True,4.0,8.37,8.9,9.4
34169250661,Heather Davidson,24,Masculino,jared10@example.net,753,True,8.0,6.34,6.81,7.42
42016458527,Stephen Hull,21,Masculino,jarvisbethany@example.com,721,False,,6.11,8.9,7.71
75743584845,Dr. John Fox,26,Masculino,michael99@example.com,644,False,,6.66,5.52,9.7
38906261387,John Thomas,24,Feminino,dustin53@example.com,796,True,1.0,8.81,8.44,6.8
16649129393,Dana Morrow,18,Feminino,andrea45@example.org,672,True,1.0,8.56,5.0,6.15
9505363925,Dr. Dustin Trujillo Jr.,25,Feminino,bfrench@example.net,777,False,,9.46,7.89,7.83
9783255290,Francisco Obrien,21,Feminino,samuelwilcox@example.com,682,False,,5.66,9.8,7.9
8713178560,Charles Mcpherson,28,Feminino,ojones@example.net,745,False,,8.21,6.76,5.3
12906153159,Michelle Garcia,20,Masculino,jerry51@example.com,765,False,,5.66,6.78,6.69
38665317577,Brenda Phillips,25,Feminino,amanda76@example.org,691,False,,9.58,7.74,8.69
72991595013,Larry Lopez,27,Feminino,melissawilliamson@example.net,670,False,,5.93,9.74,6.3
72959313959,Jacob Singh,28,Feminino,josephbailey@example.net,716,False,,9.44,7.31,5.99
92795477788,Deborah Roy,25,Masculino,shieldsbrian@example.org,686,False,,8.49,8.61,9.84
97567055229,Thomas Conrad,26,Masculino,andersendavid@example.net,651,False,,7.81,8.37,5.57
25097926034,David Sampson,23,Feminino,lallen@example.org,775,False,,6.14,8.69,8.39
82999966436,Ryan Walter,20,Masculino,davidsmith@example.com,719,False,,5.45,8.34,8.47
89555562146,Michael Nunez,22,Feminino,rodriguezpamela@example.net,660,False,,6.5,7.5,8.21
92154122672,Brandon Jones,27,Masculino,rodriguezvalerie@example.net,692,False,,6.37,6.36,6.74
14152899092,Thomas Jones,19,Masculino,wilsonjames@example.org,715,False,,8.54,9.55,8.26
48221635285,Joshua Fisher,21,Feminino,aliciabaker@example.org,641,True,8.0,8.6,5.43,9.62
70089396705,David Adams,18,Masculino,upatel@example.net,701,True,8.0,8.38,7.81,6.65
56458631095,Janice Hanson,24,Feminino,mcclurejeffrey@example.net,706,False,,9.65,5.4,8.39
93800174392,Joel Pineda,24,Feminino,jacquelinecarey@example.org,717,False,,9.17,6.41,5.9
79663620787,Mary Underwood,21,Feminino,william48@example.org,675,False,,5.63,9.29,8.97
37836626828,Brandon Harris,25,Feminino,egomez@example.org,722,True,7.0,8.99,8.17,7.36
41058280276,Andrea Murphy,27,Feminino,fwade@example.com,682,True,7.0,8.57,8.71,8.19
34910646854,Lisa Frost,21,Feminino,tammygutierrez@example.org,701,False,,6.13,9.1,7.96
52722941665,Jessica Harding,19,Feminino,brenda83@example.org,732,False,,7.48,5.24,9.69
94253474866,Regina Austin,26,Feminino,jeanstanley@example.net,684,False,,6.5,6.17,5.34
34215658660,Jennifer Salazar,27,Feminino,derek37@example.net,767,False,,7.1,9.57,9.48
41298592543,Victoria Adams,25,Feminino,gregoryboyle@example.net,679,False,,6.99,5.79,9.17
81203294801,Elizabeth Huffman,22,Feminino,michelleferguson@example.net,725,True,7.0,9.7,7.87,9.9
68554108098,David Mcdonald,24,Masculino,hunterchristina@example.net,798,True,3.0,9.53,7.43,9.54
21742016404,Laura Lee,23,Feminino,gvelazquez@example.net,742,False,,7.27,9.44,6.1
99465584703,Richard Lane,21,Feminino,btaylor@example.net,776,False,,9.95,9.42,7.88
63816470681,Richard Mann,24,Masculino,joseph17@example.org,766,True,7.0,5.31,7.5,9.97
55348294480,Robert Ramirez,25,Feminino,corywilliams@example.org,745,True,5.0,8.82,8.83,9.94
39629577830,Lucas Ferguson PhD,24,Masculino,lkelly@example.net,796,False,,8.9,8.65,5.48
32272546079,John Flowers,21,Masculino,wilcoxtara@example.net,681,False,,9.86,6.68,6.73
50142694642,Ryan Murillo,28,Masculino,ericdurham@example.net,731,False,,9.2,9.22,8.5
10839478185,Matthew Lane,22,Masculino,william21@example.org,652,False,,5.79,7.96,5.42
87028698037,Veronica Kirby,22,Feminino,catherine30@example.net,701,False,,8.36,6.34,8.46
50761754963,Angela Diaz,18,Feminino,michael12@example.net,766,False,,8.33,8.96,7.2
24327639324,Michael Schwartz,23,Masculino,melanienelson@example.org,691,True,8.0,7.44,8.47,7.25
75536611484,Michelle Smith,28,Feminino,ashleycollins@example.com,665,True,3.0,9.35,7.35,8.2
95059514236,Lori Rivera,26,Feminino,cruzcory@example.net,657,False,,7.53,7.75,9.64
372520115,Janet Berry,26,Masculino,gbaker@example.org,732,False,,6.22,9.34,7.86
34138110211,Chase Fisher,19,Feminino,billygraham@example.net,787,False,,6.37,9.81,6.62
44785463277,Chelsea Floyd,18,Feminino,anthony65@example.org,675,False,,9.97,8.89,5.81
22335715736,Mrs. Jade Patterson,20,Masculino,reneegreen@example.com,790,True,3.0,6.27,9.48,9.54
11672260339,Jesse Brown,22,Feminino,zlewis@example.com,641,False,,8.49,5.45,5.9
68706306892,Jeffrey Hanson,27,Masculino,dedwards@example.net,790,False,,8.55,6.61,5.35
33517060739,Joseph Mccarthy,18,Masculino,alejandrochristensen@example.com,719,False,,6.7,5.54,7.97
78430782304,Matthew Galloway,18,Masculino,anelson@example.com,799,True,4.0,7.46,9.94,6.12
86484845116,Robert Anderson,23,Masculino,kimberlylittle@example.org,696,False,,6.25,6.78,6.64
39198839607,Nicholas Aguirre,26,Feminino,kevinclay@example.org,651,False,,6.9,6.12,6.44
5170085185,Kathleen Lawson,20,Masculino,janice11@example.org,692,False,,5.29,7.86,8.73
53097583390,Kristin Cummings,28,Masculino,freemanpamela@example.org,698,False,,9.1,9.44,7.81
63167391171,Kimberly Boyd,20,Feminino,shanebryant@example.net,753,False,,7.43,5.66,7.79
49412111926,Jodi Powers,21,Masculino,sherryarroyo@example.com,686,False,,9.84,6.51,9.4
29582911591,Timothy Dean,22,Feminino,michaelsanchez@example.net,794,True,1.0,7.37,8.63,8.57
79028866136,Erika Parker,26,Feminino,mary62@example.net,743,False,,5.83,5.94,7.94
52053227238,Tamara Wood,18,Feminino,rwilkinson@example.com,709,False,,6.98,7.5,8.68
6473320816,Latoya Young,24,Feminino,james55@example.com,759,False,,7.29,5.71,6.27
79758379164,Carrie Evans DVM,26,Masculino,ramirezashley@example.org,688,False,,9.69,7.13,9.3
97921783709,Debra Johnson,18,Feminino,marvinjones@example.org,770,False,,5.66,8.22,8.71
10125409229,Courtney Parks,24,Masculino,daniellethompson@example.com,661,False,,5.26,7.25,6.76
60952087062,Mark Griffin,25,Feminino,casey00@example.com,727,False,,5.71,6.5,7.44
10175328728,Robert Ortiz,18,Masculino,angelaking@example.com,800,False,,6.83,9.65,5.28
99127074587,Christopher Thompson,19,Feminino,bturner@example.net,740,False,,7.37,8.62,7.57
86816873365,Stanley Hunter,26,Feminino,christopher28@example.com,794,False,,8.16,7.33,6.65
77781716026,Howard Johnson DDS,23,Feminino,holmesmichelle@example.net,783,False,,7.49,5.42,7.3
91122306753,Jennifer Wright,22,Masculino,millerbrianna@example.net,707,False,,6.45,9.69,5.98
78057263932,Yvonne Davis,28,Feminino,castrolaura@example.net,662,False,,8.66,7.4,5.3
22177333694,Kimberly Gordon,28,Masculino,browndonald@example.org,684,True,6.0,6.43,9.29,9.91
91758195178,Grace Roy,26,Masculino,richardtaylor@example.org,662,False,,6.22,7.31,6.64
85201612134,Dylan Griffin,27,Masculino,timothy84@example.net,644,False,,6.33,7.78,6.22
52292539735,Jennifer Patel,21,Masculino,cody97@example.org,644,False,,8.15,5.31,6.4
33086738828,Angela Gonzalez,25,Feminino,john11@example.org,766,False,,6.14,9.94,5.18
61126859848,Tyler Mckee,27,Feminino,mclaughlinfrank@example.net,679,True,6.0,8.53,6.21,7.14
55000419139,Andrea Glass,23,Feminino,sherry76@example.com,697,False,,7.6,8.56,5.34
5266199655,Ann Brock,26,Masculino,smithsuzanne@example.net,648,False,,5.2,5.5,7.9
92571941496,Carl Fox,28,Masculino,gabrielpearson@example.net,672,False,,6.6,7.68,8.25
78910928251,David Clark,25,Feminino,nicolethomas@example.com,675,False,,8.49,6.51,6.43
10050450722,Michele Wilkinson,27,Feminino,stephenschristian@example.com,724,True,6.0,5.15,7.32,5.8
52897541963,Taylor Schroeder,23,Masculino,brodriguez@example.org,675,False,,5.86,7.37,6.71
29222870670,Shelley Rodriguez,21,Feminino,jonathan27@example.net,742,False,,9.26,6.56,6.7
78655656410,Megan Powell,22,Masculino,daniel30@example.net,714,True,8.0,5.85,8.96,9.23
34711549405,Daniel Bradley,24,Masculino,zobrien@example.net,661,True,3.0,7.82,9.92,5.34
55294003309,Tricia Johnson,21,Feminino,laura00@example.net,660,False,,7.57,5.79,5.36
91012954931,Patrick Ferguson,21,Feminino,xweber@example.org,716,False,,9.69,8.51,7.63
27371763550,Edward Ellis,22,Feminino,thompsonoscar@example.net,775,True,6.0,6.3,8.52,7.12
30475186012,Jocelyn Hurst,23,Masculino,tmorse@example.com,705,False,,6.66,8.23,7.65
88725787420,Sophia Jones,21,Feminino,kcollins@example.org,734,False,,5.45,7.17,8.1
61027631174,Dakota Knight,23,Feminino,mitchellwilson@example.com,782,False,,7.22,6.53,5.37
44002904028,Kari Medina,24,Feminino,davidstrickland@example.com,744,True,5.0,5.11,7.4,6.21
36528836192,Jaime Mills,27,Feminino,csmith@example.com,648,False,,8.67,5.25,9.57
75701162333,Jessica Clark,21,Feminino,cheryldiaz@example.net,744,False,,8.72,7.84,5.11
30913428491,Gabriella Rogers,22,Feminino,williamsjeffrey@example.net,746,False,,7.59,7.0,9.14
29948098704,Jason Goodman,28,Masculino,gphillips@example.net,796,False,,6.7,5.38,9.24
27657559916,Levi Welch,18,Masculino,erica17@example.net,653,True,6.0,9.53,9.97,7.91
15464346099,Nicholas Oconnor,26,Masculino,alexandra02@example.org,655,False,,6.48,6.33,6.76
8211373744,George Flores,24,Masculino,heatherstevens@example.org,692,False,,8.54,6.76,9.41
65385734561,Teresa Williams,25,Feminino,emilyfoley@example.net,658,True,4.0,9.22,9.15,5.47
79997108841,Gary Strickland,21,Feminino,uzimmerman@example.com,761,False,,5.55,7.5,9.96
86214111423,Melanie Howard,23,Feminino,griffinelizabeth@example.net,776,False,,9.73,9.66,5.21
98315337416,Emily Lawrence,22,Feminino,cookrussell@example.com,640,False,,7.8,5.38,7.5
40499846372,Phillip Roberts,24,Feminino,loretta88@example.net,661,False,,7.38,9.23,7.97
28410006019,Devon Schmidt,18,Feminino,xking@example.com,645,False,,8.85,5.3,7.74
68906593340,Jennifer Green,22,Masculino,cameron21@example.org,698,False,,5.68,9.57,5.32
17918304557,Michaela Williams,25,Feminino,virginiasolis@example.org,769,True,2.0,7.9,8.17,5.2
14782325389,Michael Gonzales,28,Feminino,jhickman@example.net,681,False,,8.98,7.65,9.99
94990030743,Amanda Robinson,20,Feminino,pphillips@example.com,773,False,,7.7,9.38,9.75
74045114924,Amanda Cox,18,Feminino,iduran@example.com,724,False,,8.38,6.39,5.15
88428842877,Diane Butler,22,Masculino,rrasmussen@example.com,750,False,,7.95,7.13,9.31
74530146015,Patrick Moore,18,Masculino,brian71@example.net,702,False,,9.75,7.5,6.2
31861477444,Dr. Kristina Mckay,25,Feminino,tonygonzalez@example.org,755,True,6.0,8.59,7.61,5.66
86475696533,Ryan Oliver,27,Feminino,suttondebra@example.net,761,True,3.0,5.53,8.5,9.39
62127610366,Michelle Olsen,19,Feminino,mccormickamy@example.net,683,False,,6.13,6.58,8.4
10413106331,Gary Cabrera,18,Masculino,hamiltonbrandi@example.org,747,False,,7.97,9.61,9.66
35920481440,Jessica Arellano,20,Feminino,gpalmer@example.net,652,False,,7.11,7.93,7.81
37404010182,Alexis Lopez,19,Masculino,dmoore@example.com,674,True,3.0,5.6,8.41,6.1
71865603868,Danny Foster,18,Masculino,ckoch@example.com,764,False,,9.37,9.38,9.27
66885045093,Christopher Price,18,Masculino,lcastro@example.net,694,False,,7.7,6.55,6.5
86450120642,Paul Holmes,26,Feminino,yramos@example.org,649,False,,8.22,9.46,6.94
39920516175,Anthony White,18,Masculino,reedshawn@example.org,797,False,,8.1,8.36,6.63
55518508186,Nancy Brown,24,Feminino,jessica08@example.org,775,False,,8.96,8.93,5.63
5145796484,Dean Watkins,21,Masculino,kburke@example.com,747,False,,9.12,8.37,5.5
82006849746,Daniel Cherry,22,Masculino,brownmatthew@example.org,641,True,3.0,9.7,5.9,6.65
94463346209,Stephen Clark,28,Masculino,chavezshannon@example.org,707,False,,8.45,8.3,6.37
55778387376,Michelle Hahn,24,Masculino,scottlindsey@example.org,782,False,,5.43,5.81,9.8
77625861264,Abigail Hernandez,25,Feminino,sullivantammy@example.net,724,True,2.0,6.49,7.6,6.61
41342884797,William Chang,24,Masculino,sherry12@example.com,660,False,,6.1,8.9,7.8
75786445418,Jessica Martin,28,Feminino,lbrock@example.com,727,True,7.0,9.87,7.77,9.54
82202836141,Jordan Nunez,22,Feminino,gburns@example.org,646,False,,9.18,7.88,8.36
67590897691,Patricia Lewis,22,Feminino,nicholas42@example.net,758,False,,6.27,5.67,5.56
81506712395,Nancy Terry,22,Feminino,kimberlybaker@example.org,756,False,,6.89,7.48,9.71
22696310239,Leslie Mercado,24,Masculino,awall@example.com,787,False,,6.5,7.5,5.26
44857719166,Victor Jackson,23,Feminino,sharonchavez@example.net,738,False,,5.16,7.64,9.91
27594531656,John Lucas,25,Feminino,stacey06@example.com,792,False,,9.9,9.42,5.56
22198784557,Christina Jones,22,Feminino,amandagonzalez@example.com,711,False,,8.86,6.88,9.36
86132993268,Cody Gallagher,18,Masculino,morriselizabeth@example.org,782,False,,5.59,9.66,6.88
19972462227,Keith Hines,24,Feminino,tiffanyibarra@example.org,766,True,5.0,6.3,5.27,9.98
45337011370,Mrs. Brandy Harris,22,Masculino,toni11@example.net,729,False,,9.73,7.92,7.4
20627220825,John Garcia,22,Masculino,patrickpadilla@example.net,666,False,,9.27,8.36,7.9
55870621469,Anthony Nielsen,19,Masculino,rpatel@example.org,718,False,,5.96,7.67,7.21
98094994206,Elizabeth Martinez,26,Feminino,ericconley@example.net,747,False,,7.32,6.4,8.18
13044864147,Julie Collins,19,Masculino,youngpaige@example.net,649,False,,5.95,5.15,9.7
86136148691,Richard Graham,22,Masculino,catherinerandall@example.net,695,False,,7.24,9.3,6.57
34942072249,Scott Jenkins,25,Masculino,vpark@example.com,727,False,,9.16,6.78,5.83
44415443959,Kristina Harper,21,Feminino,cassandralester@example.com,727,False,,8.37,7.41,9.42
89673833831,Elizabeth Long,27,Feminino,jennifer96@example.org,724,False,,8.17,6.87,7.77
80917089250,Deborah Martin,24,Feminino,reesejesus@example.net,772,False,,6.25,6.37,9.8
98291692986,Deborah Bradley,27,Masculino,justintaylor@example.net,720,True,3.0,7.0,5.62,7.68
71195605962,Tammie Arroyo,23,Masculino,hartjason@example.net,770,False,,5.51,5.54,7.46
47144027112,Patricia Sanford,22,Feminino,davidhumphrey@example.net,755,False,,9.82,5.39,9.29
44998167807,Christopher Nunez,23,Masculino,crystal47@example.com,720,False,,7.24,7.76,8.5
8123415742,John Williams,28,Feminino,johnford@example.com,729,False,,8.86,5.52,6.35
39389299582,Guy Davis,23,Masculino,kathrynhale@example.net,736,False,,7.52,5.15,7.19
67985443432,Michelle Green,19,Masculino,deanjohnson@example.org,685,False,,5.92,6.2,6.25
44785168074,Jennifer Taylor,24,Masculino,wcalderon@example.org,784,False,,6.51,5.28,8.41
82471394623,Juan Garcia,28,Masculino,robertvalencia@example.org,736,False,,5.47,6.18,7.72
13182529502,Jennifer Miller,26,Feminino,cassiedavis@example.net,741,False,,9.59,7.2,8.15
32839867750,Ms. Lindsey Estrada,20,Feminino,jeannolan@example.net,688,False,,7.4,8.14,6.41
61324855397,Jennifer Torres,23,Feminino,pbaker@example.com,734,False,,9.69,6.37,5.98
42936010379,Marie Rice,23,Masculino,angelicajackson@example.com,749,False,,5.56,7.68,6.35
68536483675,Gary Carr,22,Feminino,abrown@example.org,675,False,,9.89,8.4,8.32
59250570281,Willie Lambert III,25,Feminino,lcook@example.com,713,True,7.0,5.77,6.75,7.53
98519768582,Christine Kerr,18,Feminino,twilliams@example.com,690,True,3.0,9.4,6.15,5.44
37049002888,Haley Davis,21,Masculino,christophermunoz@example.com,645,False,,9.73,7.3,5.9
8444215215,Heather Hunter,26,Feminino,scotthuang@example.net,767,False,,5.29,9.4,8.51
25520587695,Amy Taylor,19,Masculino,flyons@example.net,752,False,,9.94,8.14,8.9
50701707921,Dana Murray,20,Feminino,robinsonsarah@example.net,678,False,,5.1,6.24,9.63
82461346745,Shawn Russell,28,Feminino,echristensen@example.org,658,False,,5.36,5.78,6.19
33609218256,Melinda Baldwin,26,Feminino,underwoodkevin@example.org,717,True,2.0,7.47,5.89,5.53
2879711033,Dr. Rodney Ray,28,Feminino,reillytiffany@example.com,748,False,,7.24,7.81,5.3
97502252436,Madison Elliott,22,Masculino,jamesbutler@example.net,735,False,,8.47,5.89,6.5
43524779926,Rachel Salinas,20,Masculino,adecker@example.org,694,False,,7.67,6.84,6.17
29202494799,Donna Gibson,26,Feminino,davisjohn@example.net,796,False,,6.68,8.22,6.73
